date,state,district,pincode,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,total_population,Trend_Slope,Trend_R²,Trend_Direction
2025-11-27,Chhattisgarh,Koriya,497448,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-11-28,Chhattisgarh,Bastar,494010,2.0,0.0,0.0,5.0,6.0,15.0,154.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-11-29,Chhattisgarh,Surajpur,497235,2.0,0.0,0.0,5.0,6.0,0.0,24.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-01,Chhattisgarh,Dhamtari,494333,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-02,Chhattisgarh,Sukma,494122,2.0,0.0,0.0,5.0,6.0,11.0,34.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-03,Chhattisgarh,Rajnandgaon,491661,2.0,0.0,0.0,5.0,6.0,4.0,37.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-04,Chhattisgarh,Jashpur,496224,2.0,0.0,0.0,5.0,6.0,14.0,54.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-05,Chhattisgarh,Mahasamund,492112,2.0,0.0,0.0,5.0,6.0,2.0,48.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-06,Chhattisgarh,Kondagaon,494331,2.0,0.0,0.0,5.0,6.0,3.0,24.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-07,Chhattisgarh,Sukma,494122,2.0,0.0,0.0,5.0,6.0,5.0,6.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-08,Chhattisgarh,Durg,490009,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-09,Chhattisgarh,Janjgir Champa,495689,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-10,Chhattisgarh,Uttar Bastar Kanker,494336,2.0,0.0,0.0,5.0,6.0,0.0,15.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-11,Chhattisgarh,Bastar,494223,2.0,0.0,0.0,5.0,6.0,5.0,105.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-12,Chhattisgarh,Bemetara,491340,2.0,0.0,0.0,5.0,6.0,14.0,113.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-13,Chhattisgarh,Koriya,497339,2.0,0.0,0.0,5.0,6.0,1.0,45.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-14,Chhattisgarh,Sakti,495661,2.0,0.0,0.0,5.0,6.0,1.0,7.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-15,Chhattisgarh,Raipur,493111,2.0,0.0,0.0,5.0,6.0,1.0,34.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-16,Chhattisgarh,Surajpur,497333,2.0,0.0,0.0,5.0,6.0,3.0,116.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-18,Chhattisgarh,Rajnandgaon,491668,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-19,Chhattisgarh,Gariyaband,494331,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-20,Chhattisgarh,Sakti,495687,2.0,0.0,0.0,5.0,6.0,0.0,8.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-21,Chhattisgarh,Janjgir-champa,495556,2.0,0.0,0.0,5.0,6.0,4.0,11.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-22,Chhattisgarh,Khairagarh Chhuikhadan Gandai,491881,2.0,0.0,0.0,5.0,6.0,1.0,4.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-23,Chhattisgarh,Sakti,495661,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-24,Chhattisgarh,Korba,495445,2.0,0.0,0.0,5.0,6.0,4.0,58.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-25,Chhattisgarh,Dantewada,494552,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-26,Chhattisgarh,Dakshin Bastar Dantewada,494441,2.0,0.0,0.0,5.0,6.0,9.0,34.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-27,Chhattisgarh,Durg,490024,4.0,0.0,0.0,5.0,6.0,1.0,6.0,4.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-28,Chhattisgarh,Gariyaband,493891,2.0,0.0,0.0,5.0,6.0,2.0,4.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-29,Chhattisgarh,Raipur,492015,2.0,0.0,0.0,5.0,6.0,3.0,29.0,2.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-12-31,Chhattisgarh,Rajnandgaon,491444,13.0,1.0,0.0,5.0,6.0,1.0,6.0,14.0,-0.043594114304747335,0.0838395217827912,Decreasing
2025-03-01,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,396230,2.0,0.0,0.0,13.0,126.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-04-01,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,2.0,0.0,0.0,160.0,49.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-05-01,Dadra and Nagar Haveli and Daman and Diu,Daman,396220,2.0,0.0,0.0,36.0,21.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-06-01,Dadra and Nagar Haveli and Daman and Diu,Daman,396215,2.0,0.0,0.0,16.0,13.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-07-01,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,67.0,54.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-01,Dadra and Nagar Haveli and Daman and Diu,Daman,396220,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-02,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-03,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,3.0,5.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-04,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,5.0,6.0,5.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-05,Dadra and Nagar Haveli and Daman and Diu,Diu,362520,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-06,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-07,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-08,Dadra and Nagar Haveli and Daman and Diu,Diu,362520,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-09,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,15.0,1.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-10,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,396193,2.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-11,Dadra and Nagar Haveli and Daman and Diu,Diu,362520,2.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-12,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,7.0,37.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-13,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,4.0,4.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-14,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-15,Dadra and Nagar Haveli and Daman and Diu,Diu,362520,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-16,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396235,2.0,0.0,0.0,5.0,6.0,6.0,12.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-17,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396235,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-18,Dadra and Nagar Haveli and Daman and Diu,Daman,396215,2.0,0.0,0.0,1.0,2.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-19,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-20,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,2.0,5.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-21,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-22,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-23,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,10.0,1.0,0.0,5.0,6.0,1.0,6.0,11.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-24,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-25,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,6.0,0.0,0.0,5.0,6.0,1.0,6.0,6.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-26,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-27,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-09-29,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-13,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-15,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,2.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-16,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,2.0,0.0,0.0,5.0,6.0,1.0,5.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-17,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396235,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-18,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,396230,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-19,Dadra and Nagar Haveli and Daman and Diu,Diu,362540,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-20,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396240,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-21,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-22,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-23,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-24,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-25,Dadra and Nagar Haveli and Daman and Diu,Daman,396220,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-26,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-27,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396240,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-28,Dadra and Nagar Haveli and Daman and Diu,Diu,362520,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-29,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396240,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-30,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-10-31,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396240,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-01,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396235,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-02,Dadra and Nagar Haveli and Daman and Diu,Daman,396220,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-03,Dadra and Nagar Haveli and Daman and Diu,Daman,396220,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-04,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,0.0,5.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-05,Dadra and Nagar Haveli and Daman and Diu,Diu,362520,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-06,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-07,Dadra and Nagar Haveli and Daman and Diu,Daman,396215,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-08,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,1.0,0.0,5.0,6.0,1.0,6.0,3.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-09,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-10,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-11,Dadra and Nagar Haveli and Daman and Diu,Diu,362540,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-12,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,5.0,6.0,1.0,4.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-13,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396240,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-14,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,0.0,7.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-15,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-16,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,1.0,2.0,0.0,5.0,6.0,1.0,6.0,3.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-17,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396235,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-18,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,1.0,7.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-19,Dadra and Nagar Haveli and Daman and Diu,Diu,362540,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-25,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-26,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396240,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-27,Dadra and Nagar Haveli and Daman and Diu,Daman,396215,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-28,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-11-29,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,0.0,5.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-01,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,6.0,33.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-02,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-03,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-04,Dadra and Nagar Haveli and Daman and Diu,Daman,396220,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-05,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,0.0,7.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-06,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,7.0,16.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-07,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-08,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-09,Dadra and Nagar Haveli and Daman and Diu,Daman,396220,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-10,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,5.0,6.0,1.0,3.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-11,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,5.0,31.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-12,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,7.0,24.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-13,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,0.0,11.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-14,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-15,Dadra and Nagar Haveli and Daman and Diu,Diu,362520,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-16,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-18,Dadra and Nagar Haveli and Daman and Diu,Diu,362520,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-19,Dadra and Nagar Haveli and Daman and Diu,Dadra & Nagar Haveli,396230,2.0,0.0,0.0,5.0,6.0,3.0,0.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-20,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-21,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-22,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396235,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-23,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-24,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396240,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-25,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396193,2.0,0.0,0.0,5.0,6.0,2.0,3.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-26,Dadra and Nagar Haveli and Daman and Diu,Daman,396210,2.0,0.0,0.0,5.0,6.0,0.0,23.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-27,Dadra and Nagar Haveli and Daman and Diu,Diu,362520,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-28,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396235,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-29,Dadra and Nagar Haveli and Daman and Diu,Diu,362570,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-12-31,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,396240,4.0,0.0,0.0,5.0,6.0,1.0,6.0,4.0,0.00018670649738610837,0.011597986496015622,Increasing
2025-03-01,Delhi,South West Delhi,110046,2.0,0.0,0.0,568.0,866.0,1.0,6.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-03-09,Delhi,West Delhi,110018,29.0,11.0,15.0,5.0,6.0,1.0,6.0,55.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-03-15,Delhi,North West Delhi,110086,35.0,15.0,10.0,5.0,6.0,1.0,6.0,60.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-04-01,Delhi,North West Delhi,110034,2.0,0.0,0.0,5.0,6.0,642.0,3945.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-05-01,Delhi,West Delhi,110027,2.0,0.0,0.0,814.0,1396.0,1.0,6.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-06-01,Delhi,North West Delhi,110040,2.0,0.0,0.0,739.0,975.0,1.0,6.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-07-01,Delhi,North West Delhi,110089,2.0,0.0,0.0,259.0,558.0,1.0,6.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-09-01,Delhi,North East Delhi,110032,5.0,2.0,0.0,5.0,6.0,1.0,6.0,7.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-09-02,Delhi,South West Delhi,110057,4.0,0.0,1.0,5.0,6.0,1.0,6.0,5.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-09-03,Delhi,North West Delhi,110036,2.0,0.0,0.0,25.0,21.0,1.0,6.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-09-04,Delhi,South West Delhi,110029,2.0,0.0,0.0,5.0,6.0,1.0,9.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-09-05,Delhi,West Delhi,110043,2.0,0.0,0.0,5.0,6.0,0.0,9.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-09-06,Delhi,South West Delhi,110071,2.0,0.0,0.0,15.0,10.0,1.0,6.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
2025-09-07,Delhi,South Delhi,110014,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,-0.05670353539683899,0.12300101352570392,Decreasing
